File Number,Date of Report,Crime Date Time,Crime,Reporting Area,Neighborhood,Location
2010-08883,11/13/2010 19:14,11/13/2010 18:21 - 19:13,Street Robbery,901,Peabody,"GARDEN STREET & WATERHOUSE STREET, Cambridge, MA"
2010-08884,11/14/2010 0:14,11/14/2010 00:05 - 00:14,Simple Assault,501,Cambridgeport,"500 MASSACHUSETTS Avenue, Cambridge, MA"
2010-08885,11/14/2010 1:16,11/14/2010 1:16,Simple Assault,912,Peabody,"0 NEW STREET, Cambridge, MA"
2010-08887,11/14/2010 4:40,11/14/2010 03:30 - 04:30,Mal. Dest. Property,407,Area 4,"0 OSBORN STREET, Cambridge, MA"
2010-08888,11/14/2010 7:53,11/14/2010 7:53,Warrant Arrest,302,Inman/Harrington,"1300 CAMBRIDGE STREET, Cambridge, MA"
2010-08889,11/14/2010 9:39,11/13/2010 21:00 - 22:00,Larceny from Person,1002,West Cambridge,"0 BENNETT STREET, Cambridge, MA"
2010-08890,11/14/2010 11:45,11/14/2010 11:45,Aggravated Assault,504,Cambridgeport,"BROOKLINE STREET & GREEN STREET, Cambridge, MA"
2010-08892,11/14/2010 12:48,11/13/2010 14:42 - 11/14/2010 12:30,Mal. Dest. Property,1102,North Cambridge,"0 CAMERON Avenue, Cambridge, MA"
2010-08893,11/14/2010 14:41,11/13/2010 13:15 - 13:35,Larceny from Building,613,Mid-Cambridge,"1500 CAMBRIDGE STREET, Cambridge, MA"
2010-08894,11/14/2010 15:33,11/14/2010 15:20 - 15:30,Aggravated Assault,803,Agassiz,"0 MELLEN STREET, Cambridge, MA"
2010-08898,11/14/2010 21:01,11/14/2010 21:00,Drugs,411,Area 4,"100 BISHOP ALLEN DRIVE, Cambridge, MA"
2010-08899,11/14/2010 21:49,11/14/2010 19:00 - 20:08,Violation of R.O.,1006,West Cambridge,"0 CRAIGIE STREET, Cambridge, MA"
2010-08900,11/14/2010 22:39,11/14/2010 22:30 - 22:45,Mal. Dest. Property,510,Cambridgeport,"0 FAIRMONT STREET, Cambridge, MA"
2010-08901,11/14/2010 23:25,11/14/2010 23:20 - 23:30,Simple Assault,910,Peabody,"200 RICHDALE Avenue, Cambridge, MA"
2010-08902,11/15/2010 0:20,11/15/2010 0:20,Simple Assault,305,Inman/Harrington,"200 ELM STREET, Cambridge, MA"
2010-08903,11/15/2010 8:42,11/08/2010 07:00 - 11/15/2010 08:40,Larceny of Plate,805,Agassiz,"100 WENDELL STREET, Cambridge, MA"
2010-08904,11/15/2010 10:08,11/13/2010 19:00 - 11/14/2010 09:00,Larceny from Building,1002,West Cambridge,"0 BENNETT STREET, Cambridge, MA"
2010-08905,11/15/2010 10:32,11/12/2010 16:00 - 11/15/2010 05:45,Commercial Break,1111,North Cambridge,"0 Whittemore Avenue, Cambridge, MA"
2010-08906,11/15/2010 9:42,10/02/2010 00:00 - 11/15/2010 11:03,Larceny from Residence,509,Cambridgeport,"200 MAGAZINE STREET, Cambridge, MA"
2010-08908,11/15/2010 10:56,11/15/2010 11:00,Warrant Arrest,501,Cambridgeport,"600 MASSACHUSETTS Avenue, Cambridge, MA"
2010-08909,11/15/2010 11:32,11/15/2010 11:00,Violation of R.O.,107,East Cambridge,"200 CAMBRIDGE STREET, Cambridge, MA"
2010-08911,11/15/2010 12:03,11/10/2010 18:00 - 11/12/2010 18:00,Hit and Run,105,East Cambridge,"Charles STREET & FIFTH STREET, Cambridge, MA"
2010-08913,11/15/2010 12:23,11/14/2010 17:30 - 11/15/2010 12:30,Larceny from MV,408,Area 4,"100 SCHOOL STREET, Cambridge, MA"
2010-08914,11/14/2010 16:44,11/14/2010 16:45,Aggravated Assault,704,Riverside,"300 PUTNAM Avenue, Cambridge, MA"
2010-08915,11/15/2010 13:06,11/11/2010 09:00 - 11/15/2010 13:00,Larceny from Residence,805,Agassiz,"0 EUSTIS STREET, Cambridge, MA"
2010-08917,11/15/2010 14:17,11/13/2010 18:30 - 11/14/2010 09:00,Larceny from Building,501,Cambridgeport,"500 MASSACHUSETTS Avenue, Cambridge, MA"
2010-08918,11/15/2010 15:19,11/15/2010 15:10 - 15:15,Violation of R.O.,1002,West Cambridge,"100 CHURCH STREET, Cambridge, MA"
2010-08919,11/15/2010 15:43,11/15/2010 15:43,Trespassing,606,Mid-Cambridge,"400 BROADWAY, Cambridge, MA"
2010-08920,11/15/2010 14:36,11/14/2010 16:00 - 11/15/2010 10:30,Larceny from MV,1107,North Cambridge,"0 YERXA ROAD , Cambridge, MA"
2010-08922,11/15/2010 15:41,11/14/2010 11:00 - 14:00,Larceny of Bicycle,1002,West Cambridge,"ELIOT STREET & Winthrop STREET, Cambridge, MA"
2010-08923,11/15/2010 18:03,11/15/2010 18:03,Mal. Dest. Property,601,Mid-Cambridge,"0 TEMPLE STREET, Cambridge, MA"
2010-08924,11/15/2010 17:50,11/15/2010 17:50,Arson,904,Peabody,"HURON Avenue & UPLAND ROAD , Cambridge, MA"
2010-08925,11/15/2010 19:08,11/15/2010 19:08,Domestic Dispute,406,Area 4,"GARDNER ROAD  & TREMONT STREET, Cambridge, MA"
2010-08926,11/15/2010 19:49,11/15/2010 19:50,Larceny from MV,1001,West Cambridge,"BRATTLE STREET & FARWELL PLACE, Cambridge, MA"
2010-08927,11/15/2010 20:42,11/15/2010 20:42,Threats,1002,West Cambridge,"1400 MASSACHUSETTS Avenue, Cambridge, MA"
2010-08929,11/15/2010 22:35,11/15/2010 22:30 - 22:35,Aggravated Assault,304,Inman/Harrington,"100 WILLOW STREET, Cambridge, MA"
2010-08930,11/15/2010 22:36,11/15/2010 22:36,Domestic Dispute,1008,West Cambridge,"0 GIBSON STREET, Cambridge, MA"
2010-08931,11/16/2010 1:32,11/16/2010 01:32 - 02:11,Rec. Stol. Property,411,Area 4,"100 BISHOP ALLEN DRIVE, Cambridge, MA"
2010-08932,11/16/2010 5:21,11/16/2010 00:30 - 01:30,Street Robbery,1002,West Cambridge,"1400 MASSACHUSETTS Avenue, Cambridge, MA"
2010-08934,11/16/2010 8:59,11/15/2010 19:00 - 11/16/2010 08:25,Larceny from Building,1002,West Cambridge,"1400 MASSACHUSETTS Avenue, Cambridge, MA"
2010-08937,11/16/2010 10:55,11/16/2010 10:55,Forgery,305,Inman/Harrington,"1000 CAMBRIDGE STREET, Cambridge, MA"
2010-08938,11/16/2010 11:20,11/05/2010 12:00 - 11/08/2010 12:00,Larceny of Bicycle,1005,West Cambridge,"0 WILLARD STREET, Cambridge, MA"
2010-08939,11/16/2010 11:31,11/09/2010 00:15 - 02:30,Larceny from MV,1012,West Cambridge,"100 GROZIER ROAD , Cambridge, MA"
2010-08940,11/16/2010 10:15,11/16/2010 10:15,Domestic Dispute,1303,Strawberry Hill,"LAWN STREET & OXFORD AVENUE, Cambridge, MA"
2010-08941,11/16/2010 13:30,11/15/2010 10:00 - 11/16/2010 01:00,Hit and Run,305,Inman/Harrington,"CARLISLE STREET & TREMONT STREET, Cambridge, MA"
2010-08943,11/16/2010 12:37,11/16/2010 02:00 - 07:00,Larceny from MV,1003,West Cambridge,"0 ASH STREET, Cambridge, MA"
2010-08946,11/16/2010 15:42,11/16/2010 15:42,Domestic Dispute,703,Riverside,"0 JAY STREET, Cambridge, MA"
2010-08947,11/16/2010 15:57,11/16/2010 15:39 - 16:39,Larceny of Bicycle,304,Inman/Harrington,"0 PALERMO STREET, Cambridge, MA"
2010-08948,11/16/2010 17:22,11/16/2010 17:22,Aggravated Assault,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2010-08950,11/16/2010 17:31,11/16/2010 17:30,Forgery,1109,North Cambridge,"0 SARGENT STREET, Cambridge, MA"
2010-08951,11/16/2010 18:44,11/16/2010 18:00 - 18:44,Larceny from Person,203,MIT,"VASSAR STREET & MASSACHUSETTS AVENUE, Cambridge, MA"
2010-08952,11/16/2010 18:47,11/16/2010 18:47 - 19:22,Trespassing,411,Area 4,"600 MASSACHUSETTS Avenue, Cambridge, MA"
2010-08953,11/16/2010 19:00,11/16/2010 18:55 - 18:59,Simple Assault,902,Peabody,"1600 MASSACHUSETTS Avenue, Cambridge, MA"
2010-08954,11/16/2010 19:00,11/16/2010 18:55 - 19:00,Larceny from MV,510,Cambridgeport,"300 RIVER STREET, Cambridge, MA"
2010-08955,11/16/2010 20:32,11/16/2010 20:30,Disorderly,1002,West Cambridge,"BRATTLE STREET & Harvard SQUARE, Cambridge, MA"
2010-08956,11/16/2010 22:40,11/16/2010 22:40 - 22:56,Trespassing,501,Cambridgeport,"600 MASSACHUSETTS Avenue, Cambridge, MA"
2010-08957,11/16/2010 21:51,11/16/2010 21:45,Simple Assault,507,Cambridgeport,"0 CHALK STREET, Cambridge, MA"
2010-08958,11/17/2010 0:32,11/17/2010 0:32,Arson,108,East Cambridge,"BINNEY STREET & THIRD STREET, Cambridge, MA"
2010-08959,11/17/2010 1:48,11/17/2010 01:30 - 01:50,Simple Assault,506,Cambridgeport,"200 ERIE STREET, Cambridge, MA"
2010-08960,11/17/2010 7:53,11/17/2010 7:53,Mal. Dest. Property,409,Area 4,"0 COLUMBIA TERRACE, Cambridge, MA"
2010-08961,11/17/2010 8:39,11/16/2010 09:50 - 11/17/2010 08:40,Housebreak,507,Cambridgeport,"0 KELLY ROAD , Cambridge, MA"
2010-08963,11/17/2010 9:55,11/16/2010 12:00 - 16:00,Larceny of Bicycle,604,Mid-Cambridge,"0 FAINWOOD CIRCLE, Cambridge, MA"
2010-08964,11/17/2010 10:52,09/01/2010 10:56 - 11/17/2010 10:56,Larceny from Residence,701,Riverside,"800 MASSACHUSETTS Avenue, Cambridge, MA"
2010-08965,11/17/2010 10:41,11/16/2010 15:30 - 11/17/2010 10:30,Larceny from MV,607,Mid-Cambridge,"0 TROWBRIDGE STREET, Cambridge, MA"
2010-08966,11/17/2010 10:57,11/16/2010 15:30 - 11/17/2010 10:30,Larceny from MV,607,Mid-Cambridge,"0 TROWBRIDGE PLACE, Cambridge, MA"
2010-08967,11/17/2010 10:57,11/16/2010 19:30,Shoplifting,502,Cambridgeport,"200 MASSACHUSETTS Avenue, Cambridge, MA"
2010-08968,11/17/2010 11:53,11/17/2010 11:20 - 11:39,Drinking in Public,1002,West Cambridge,"BRATTLE STREET & Harvard SQUARE, Cambridge, MA"
2010-08970,11/17/2010 12:35,11/17/2010 08:45 - 12:30,Housebreak,409,Area 4,"100 NORFOLK STREET, Cambridge, MA"
2010-08975,11/17/2010 14:16,11/16/2010 14:15 - 15:30,Larceny from Building,1102,North Cambridge,"2300 MASSACHUSETTS Avenue, Cambridge, MA"
2010-08978,11/17/2010 15:57,11/14/2010 16:00 - 17:00,Larceny from Person,1002,West Cambridge,"0 BRATTLE STREET, Cambridge, MA"
2010-08980,11/17/2010 16:11,11/17/2010 15:00 - 16:00,Kidnapping,105,East Cambridge,"300 CAMBRIDGE STREET, Cambridge, MA"
2010-08981,11/17/2010 16:12,11/17/2010 15:00 - 15:30,Domestic Dispute,605,Mid-Cambridge,"0 LEONARD Avenue, Cambridge, MA"
2010-08982,11/17/2010 17:36,11/17/2010 17:36,Larceny from Person,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2010-08984,11/17/2010 17:46,11/17/2010 17:35 - 17:46,Street Robbery,613,Mid-Cambridge,"1500 CAMBRIDGE STREET, Cambridge, MA"
2010-08985,11/17/2010 18:14,05/01/2010 18:21 - 11/17/2010 17:00,Harassment,405,Area 4,"200 WINDSOR STREET, Cambridge, MA"
2010-08988,11/17/2010 19:04,11/17/2010 19:04,Aggravated Assault,706,Riverside,"0 PUTNAM GDNS, Cambridge, MA"
2010-08991,11/17/2010 20:23,10/11/2010 01:00 - 11/17/2010 20:00,Larceny from Building,506,Cambridgeport,"100 MAGAZINE STREET, Cambridge, MA"
2010-08992,11/17/2010 20:58,11/12/2010 14:30 - 16:00,Larceny of Bicycle,604,Mid-Cambridge,"0 ANTRIM STREET, Cambridge, MA"
2010-08994,11/18/2010 0:33,11/17/2010 23:45 - 11/18/2010 00:48,Larceny of Bicycle,302,Inman/Harrington,"1400 CAMBRIDGE STREET, Cambridge, MA"
2010-08996,11/18/2010 7:36,11/17/2010 23:00 - 11/18/2010 06:30,Larceny from MV,1006,West Cambridge,"0 BREWSTER STREET, Cambridge, MA"
2010-08997,11/18/2010 8:09,11/18/2010 8:09,Mal. Dest. Property,609,Mid-Cambridge,"300 HARVARD STREET, Cambridge, MA"
2010-08998,11/18/2010 8:37,11/15/2010 19:00 - 11/16/2010 15:00,Larceny from MV,1007,West Cambridge,"0 HILLIARD STREET, Cambridge, MA"
2010-08999,11/18/2010 9:15,10/29/2010 09:43 - 11/13/2010 09:43,Forgery,1303,Strawberry Hill,"700 HURON Avenue, Cambridge, MA"
2010-09000,11/18/2010 10:46,11/18/2010 10:46,Warrant Arrest,411,Area 4,"MASSACHUSETTS Avenue & NORFOLK STREET, Cambridge, MA"
2010-09001,11/18/2010 11:09,11/17/2010 22:00 - 11/18/2010 07:00,Larceny from MV,1011,West Cambridge,"0 FAYERWEATHER STREET, Cambridge, MA"
2010-09002,11/18/2010 12:28,10/12/2010 12:00 - 11/03/2010 12:00,Forgery,707,Riverside,"0 Mount Auburn STREET, Cambridge, MA"
2010-09003,11/18/2010 12:55,11/18/2010 13:27,Threats,701,Riverside,"800 MASSACHUSETTS Avenue, Cambridge, MA"
2010-09004,11/18/2010 13:07,11/18/2010 12:55,Housebreak,409,Area 4,"100 NORFOLK STREET, Cambridge, MA"
2010-09005,11/18/2010 13:30,11/18/2010 13:25 - 13:30,Shoplifting,1002,West Cambridge,"1400 MASSACHUSETTS Avenue, Cambridge, MA"
2010-09007,11/18/2010 13:52,11/18/2010 13:40 - 14:00,Simple Assault,403,Area 4,"0 NEWTOWNE COURT, Cambridge, MA"
2010-09008,11/18/2010 14:04,11/18/2010 14:04,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2010-09009,11/18/2010 15:14,11/18/2010 09:50 - 15:10,Housebreak,409,Area 4,"100 NORFOLK STREET, Cambridge, MA"
2010-09011,11/18/2010 17:25,11/18/2010 09:50 - 15:10,Housebreak,409,Area 4,"100 NORFOLK STREET, Cambridge, MA"
2010-09012,11/18/2010 16:32,11/18/2010 12:00 - 17:00,Mal. Dest. Property,409,Area 4,"0 ELM STREET, Cambridge, MA"
2010-09014,11/18/2010 17:37,11/18/2010 11:00 - 13:00,Housebreak,409,Area 4,"200 HARVARD STREET, Cambridge, MA"
2010-09015,11/18/2010 19:06,11/18/2010 19:06,Domestic Dispute,706,Riverside,"0 PUTNAM GDNS, Cambridge, MA"
2010-09016,11/18/2010 20:10,11/17/2010 12:30 - 18:30,Larceny from MV,607,Mid-Cambridge,"0 TROWBRIDGE STREET, Cambridge, MA"
2010-09017,11/18/2010 21:31,11/18/2010 21:20 - 21:40,Street Robbery,705,Riverside,"400 GREEN STREET, Cambridge, MA"
2010-09018,11/18/2010 21:46,11/18/2010 21:46,Street Robbery,604,Mid-Cambridge,"0 GREENOUGH Avenue, Cambridge, MA"
2010-09019,11/19/2010 0:25,11/18/2010 22:30 - 11/19/2010 00:15,Larceny from MV,411,Area 4,"0 BISHOP ALLEN DRIVE, Cambridge, MA"
2010-09021,11/19/2010 8:55,11/19/2010 00:00 - 08:30,Larceny from MV,510,Cambridgeport,"PUTNAM Avenue & RIVER STREET, Cambridge, MA"
2010-09023,11/19/2010 10:08,11/19/2010 10:00 - 10:30,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2010-09024,11/19/2010 10:31,11/18/2010 10:00 - 11/19/2010 10:00,Larceny from MV,1101,North Cambridge,"0 ORCHARD STREET, Cambridge, MA"
2010-09025,11/19/2010 10:41,11/19/2010 10:41,Warrant Arrest,302,Inman/Harrington,"1100 CAMBRIDGE STREET, Cambridge, MA"
2010-09026,11/19/2010 10:30,11/18/2010 23:30 - 11/19/2010 09:45,Larceny from Building,708,Riverside,"0 HOLYOKE STREET, Cambridge, MA"
2010-09028,11/19/2010 10:10,11/18/2010 19:30 - 11/19/2010 08:30,Larceny from MV,506,Cambridgeport,"200 ERIE STREET, Cambridge, MA"
2010-09030,11/19/2010 13:11,11/04/2010 11:00 - 11/19/2010 13:00,Phone Calls,1017,West Cambridge,"300 Mount Auburn STREET, Cambridge, MA"
2010-09031,11/19/2010 14:27,11/19/2010 08:10 - 12:45,Larceny from Building,601,Mid-Cambridge,"700 MASSACHUSETTS Avenue, Cambridge, MA"
2010-09033,11/19/2010 16:37,11/19/2010 14:00 - 16:00,Larceny from Person,708,Riverside,"0 JFK STREET, Cambridge, MA"
2010-09034,11/19/2010 14:42,11/19/2010 14:42,Shoplifting,804,Agassiz,"1800 MASSACHUSETTS Avenue, Cambridge, MA"
2010-09036,11/19/2010 17:50,11/19/2010 17:50,Forgery,1101,North Cambridge,"0 WHITE STREET, Cambridge, MA"
2010-09037,11/19/2010 16:41,11/19/2010 8:30,Larceny from Building,1110,North Cambridge,"0 CAMBRIDGEPARK DRIVE, Cambridge, MA"
2010-09038,11/19/2010 18:18,11/19/2010 18:00 - 18:18,Shoplifting,804,Agassiz,"1800 MASSACHUSETTS Avenue, Cambridge, MA"
2010-09039,11/19/2010 19:30,11/19/2010 19:30,Drugs,1101,North Cambridge,"0 WHITE STREET, Cambridge, MA"
2010-09040,11/19/2010 19:33,11/19/2010 20:00 - 20:05,Simple Assault,708,Riverside,"100 Mount Auburn STREET, Cambridge, MA"
2010-09041,11/19/2010 20:50,11/18/2010 20:00 - 23:59,Larceny from MV,510,Cambridgeport,"400 PUTNAM Avenue, Cambridge, MA"
2010-09042,11/19/2010 20:38,11/19/2010 21:31,Larceny of Bicycle,1204,Highlands,"200 Alewife Brook Pky, Cambridge, MA"
2010-09043,11/19/2010 20:33,11/19/2010 20:33,Simple Assault,403,Area 4,"0 NEWTOWNE COURT, Cambridge, MA"
2010-09044,11/19/2010 20:56,11/12/2010 00:00 - 11/19/2010 00:00,Housebreak,611,Mid-Cambridge,"100 PRESCOTT STREET, Cambridge, MA"
2010-09045,11/20/2010 1:41,11/20/2010 13:40,Disorderly,708,Riverside,"100 Mount Auburn STREET, Cambridge, MA"
2010-09046,11/20/2010 2:08,11/20/2010 02:00 - 02:07,OUI,204,MIT,"100 MASSACHUSETTS Avenue, Cambridge, MA"
2010-09047,11/20/2010 2:27,11/20/2010 14:27,Simple Assault,1010,West Cambridge,"GARDEN STREET & MASON STREET, Cambridge, MA"
2010-09048,11/20/2010 2:22,11/20/2010 2:22,Disorderly,708,Riverside,"100 Mount Auburn STREET, Cambridge, MA"
2010-09050,11/20/2010 3:35,11/20/2010 15:35,Simple Assault,701,Riverside,"MASSACHUSETTS Avenue & PLEASANT STREET, Cambridge, MA"
2010-09051,11/20/2010 7:14,11/20/2010 7:14,Domestic Dispute,910,Peabody,"0 WALDEN SQUAREUARE ROAD , Cambridge, MA"
2010-09053,11/20/2010 8:31,11/20/2010 8:31,Hit and Run,502,Cambridgeport,"FRANKLIN STREET & BROOKLINE PLACE, Cambridge, MA"
2010-09057,11/20/2010 9:47,11/20/2010 06:00 - 09:15,Larceny from Building,803,Agassiz,"0 MELLEN STREET, Cambridge, MA"
2010-09058,11/20/2010 10:40,09/21/2010 12:00 - 11/20/2010 10:40,Forgery,804,Agassiz,"0 WENDELL STREET, Cambridge, MA"
2010-09059,11/20/2010 10:25,11/18/2010 09:00 - 09:10,Simple Assault,105,East Cambridge,"0 Sciarappa STREET, Cambridge, MA"
2010-09060,11/20/2010 11:23,11/12/2010 9:00,Forgery,501,Cambridgeport,"600 MASSACHUSETTS Avenue, Cambridge, MA"
2010-09061,11/20/2010 11:28,08/01/2010 12:07 - 11/20/2010 11:28,Embezzlement,510,Cambridgeport,"300 RIVER STREET, Cambridge, MA"
2010-09062,11/20/2010 12:07,11/14/2010 21:00 - 22:00,Threats,502,Cambridgeport,"100 LANDSDOWNE STREET, Cambridge, MA"
2010-09063,11/20/2010 12:16,11/20/2010 12:16,Aggravated Assault,403,Area 4,"0 NEWTOWNE COURT, Cambridge, MA"
2010-09065,11/20/2010 13:35,11/18/2010 10:00 - 12:00,Mal. Dest. Property,304,Inman/Harrington,"0 MARNEY STREET, Cambridge, MA"
2010-09066,11/20/2010 14:29,11/19/2010 16:30 - 11/21/2010 14:30,Larceny from MV,801,Agassiz,"100 HOLDEN GREEN, Cambridge, MA"
2010-09067,11/20/2010 15:12,11/20/2010 13:30 - 15:05,Hit and Run,1204,Highlands,"200 Alewife Brook Pky, Cambridge, MA"
2010-09068,11/20/2010 14:31,11/20/2010 14:31,Simple Assault,1002,West Cambridge,"100 Mount Auburn STREET, Cambridge, MA"
2010-09069,11/20/2010 16:02,11/20/2010 16:02 - 16:25,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2010-09070,11/20/2010 16:05,11/20/2010 16:05,Warrant Arrest,708,Riverside,"0 JFK STREET, Cambridge, MA"
2010-09071,11/20/2010 16:30,11/20/2010 16:30,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2010-09072,11/20/2010 16:54,11/20/2010 0:00,Threats,910,Peabody,"0 HUBBARD Avenue, Cambridge, MA"
2010-09073,11/20/2010 15:27,11/20/2010 13:45 - 15:15,Mal. Dest. Property,906,Peabody,"300 WALDEN STREET, Cambridge, MA"
2010-09074,11/20/2010 17:18,11/19/2010 17:42 - 11/20/2010 17:42,Larceny from Building,305,Inman/Harrington,"300 PROSPECT STREET, Cambridge, MA"
2010-09075,11/20/2010 18:06,11/20/2010 16:00 - 16:30,Larceny from Person,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2010-09076,11/20/2010 18:01,11/20/2010 16:40 - 18:40,Larceny from Building,804,Agassiz,"1800 MASSACHUSETTS Avenue, Cambridge, MA"
2010-09077,11/20/2010 17:49,11/20/2010 18:00,Missing Person,703,Riverside,"0 HOWARD STREET, Cambridge, MA"
2010-09078,11/20/2010 19:24,11/20/2010 18:30 - 19:20,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2010-09079,11/20/2010 18:49,11/20/2010 18:20,Simple Assault,501,Cambridgeport,"0 Central SQUARE, Cambridge, MA"
2010-09080,11/20/2010 19:29,11/20/2010 19:29 - 20:22,Simple Assault,910,Peabody,"200 RICHDALE Avenue, Cambridge, MA"
2010-09081,11/20/2010 19:49,11/20/2010 19:49,Domestic Dispute,601,Mid-Cambridge,"BISHOP ALLEN DRIVE & TEMPLE STREET, Cambridge, MA"
2010-09082,11/20/2010 20:43,11/20/2010 14:00 - 20:30,Housebreak,1302,Strawberry Hill,"100 PARK Avenue, Cambridge, MA"
2010-09083,11/20/2010 21:20,11/20/2010 19:40 - 21:25,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2010-09084,11/20/2010 21:43,11/20/2010 21:43,Larceny from Person,707,Riverside,"0 JFK STREET, Cambridge, MA"
2010-09086,11/21/2010 0:51,11/21/2010 01:30 - 01:50,OUI,501,Cambridgeport,"BROOKLINE STREET & MASSACHUSETTS AVENUE, Cambridge, MA"
2010-09087,11/21/2010 1:35,11/20/2010 23:30 - 11/21/2010 01:25,Auto Theft,411,Area 4,"BISHOP ALLEN DRIVE & ESSEX STREET, Cambridge, MA"
2010-09088,11/21/2010 1:27,11/20/2010 18:45 - 11/21/2010 01:00,Housebreak,1108,North Cambridge,"100 HARVEY STREET, Cambridge, MA"
2010-09089,11/21/2010 2:09,11/21/2010 02:07 - 02:10,OUI,611,Mid-Cambridge,"QUINCY STREET & Harvard SQUARE, Cambridge, MA"
2010-09090,11/21/2010 7:39,11/20/2010 07:30 - 08:30,Housebreak,301,Inman/Harrington,"0 WARREN STREET, Cambridge, MA"
2010-09091,11/21/2010 7:20,11/21/2010 06:45 - 07:45,Prostitution,502,Cambridgeport,"100 SIDNEY STREET, Cambridge, MA"
2010-09092,11/21/2010 11:23,11/21/2010 09:30 - 11:15,Larceny from MV,1104,North Cambridge,"0 RICHARD Avenue, Cambridge, MA"
2010-09095,11/21/2010 13:55,11/20/2010 17:00 - 18:00,Larceny from Person,1204,Highlands,"200 Alewife Brook Pky, Cambridge, MA"
2010-09096,11/21/2010 14:26,11/21/2010 14:13 - 14:26,Larceny from Building,1002,West Cambridge,"100 CHURCH STREET, Cambridge, MA"
2010-09098,11/21/2010 19:33,11/21/2010 14:30 - 19:33,Larceny from MV,1113,North Cambridge,"0 COGSWELL Avenue, Cambridge, MA"
2010-09099,11/21/2010 20:19,11/19/2010 17:00 - 11/21/2010 20:19,Mal. Dest. Property,411,Area 4,"BISHOP ALLEN DRIVE & NORFOLK STREET, Cambridge, MA"
2010-09100,11/21/2010 20:23,11/21/2010 20:23,Street Robbery,902,Peabody,"WALKER STREET & Shepard STREET, Cambridge, MA"
2010-09104,11/22/2010 7:52,11/19/2010 19:00 - 11/22/2010 07:20,Commercial Break,506,Cambridgeport,"100 PEARL STREET, Cambridge, MA"
2010-09105,11/22/2010 8:09,11/21/2010 20:30 - 11/22/2010 08:00,Hit and Run,305,Inman/Harrington,"CAMBRIDGE STREET & WINDSOR STREET, Cambridge, MA"
2010-09106,11/22/2010 8:18,11/19/2010 13:00 - 11/22/2010 08:18,Larceny from MV,403,Area 4,"0 NEWTOWNE COURT, Cambridge, MA"
2010-09107,11/22/2010 10:06,11/22/2010 10:00 - 10:15,Domestic Dispute,107,East Cambridge,"200 CAMBRIDGE STREET, Cambridge, MA"
2010-09108,11/22/2010 10:38,11/22/2010 10:38,Warrant Arrest,107,East Cambridge,"0 SECOND STREET, Cambridge, MA"
2010-09109,11/22/2010 12:04,11/21/2010 18:00 - 11/22/2010 11:00,Commercial Break,804,Agassiz,"1800 MASSACHUSETTS Avenue, Cambridge, MA"
2010-09110,11/22/2010 12:53,11/22/2010 09:20 - 09:24,Hit and Run,1113,North Cambridge,"0 WALDEN STREET, Cambridge, MA"
2010-09112,11/22/2010 13:11,11/20/2010 23:00 - 11/22/2010 13:00,Larceny from MV,707,Riverside,"PUTNAM Avenue & SURREY STREET, Cambridge, MA"
2010-09113,11/22/2010 13:36,11/20/2010 22:00 - 00:00,Larceny from Building,707,Riverside,"0 HOLYOKE STREET, Cambridge, MA"
2010-09115,11/22/2010 13:45,11/21/2010 23:00 - 11/22/2010 10:30,Larceny from MV,405,Area 4,"100 SCHOOL STREET, Cambridge, MA"
2010-09116,11/22/2010 14:36,11/19/2010 21:00 - 11/20/2010 02:45,Larceny from Person,1002,West Cambridge,"100 WINTHROP STREET, Cambridge, MA"
2010-09117,11/22/2010 14:03,11/11/2010 12:00 - 16:00,Larceny from Person,1202,Highlands,"800 CONCORD Avenue, Cambridge, MA"
2010-09119,11/22/2010 14:42,11/21/2010 16:30,Larceny from Person,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2010-09120,11/22/2010 14:41,11/22/2010 10:00 - 12:30,Hit and Run,409,Area 4,"200 HARVARD STREET, Cambridge, MA"
2010-09121,11/22/2010 14:52,11/22/2010 14:52,Domestic Dispute,906,Peabody,"300 WALDEN STREET, Cambridge, MA"
2010-09122,11/22/2010 15:07,11/22/2010 15:00 - 15:30,Trespassing,606,Mid-Cambridge,"400 BROADWAY, Cambridge, MA"
